rgstrd_mtr_vhcls_yr_mnfctre_31_jnry_lss_5_yrs_nm, number_businesses_industry_30_june_arts_recreation_services_num, business_exits_year_ended_30_june_number_non_employing_num, tourist_accommodation_establishments_30_june_15_rooms_num, indstry_emplynt_prtn_of_emplyd_prsn_cns_pblc_admnstr_sfty_pc, rgstrd_mtr_vhcls_type_vhcle_31_jnry_hvy_rgd_trcks_nm, rgstrd_mtr_vhcls_yr_mnfctre_31_jnry_10_yrs_nm, rgstrd_mtr_vhcls_type_vhcle_31_jnry_mtrcycls_nm, registered_motor_vehicles_type_vehicle_31_january_total_num, number_of_businesses_by_industry_as_at_30_june_retail_trade_num, bldng_apprvls_yr_endd_30_jne_ttl_vle_prvte_sctr_dwllng_unts_m, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_edctn_trnng_pc, nmbr_bsnsss_indstry_30_jne_admnstrtve_spprt_srvcs_nm, bldng_apprvls_yr_endd_30_jne_vle_prvte_sctr_hss_m, rsdntl_prprty_prcs_yr_endd_30_jne_hss_mdn_sle_prce, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_mnfctrng_pc, rsdntl_prprty_prcs_yr_endd_30_jne_hss_nmbr_trnsfrs_nm, nmbr_bsnsss_indstry_30_jne_elctrcty_gs_wtr_wste_srvcs_nm, number_businesses_industry_30_june_currently_unknown_num, number_businesses_30_june_total_number_of_businesses_num, sa2_name_2016, bsnss_exts_yr_endd_30_jne_nmbr_emplyng_20_emplys_nm, bldng_apprvls_yr_endd_30_jne_prvte_sctr_dwllngs_excldng_hss_nm, bldng_aprvls_yr_end_30_jne_vle_prvte_sctr_dwlngs_excldng_hs_m, rgstrd_mtr_vhcls_yr_mnfctre_31_jnry_5_10_yrs_nm, number_businesses_30_june_of_employing_5_19_employees_num, business_entries_year_ended_30_june_total_number_num, indstry_emplynt_prtn_of_emplyd_prsn_cns_infrmt_mda_tlcmns_pc, indstry_emplynt_prtn_of_emplyd_prsn_cns_elctry_gs_wtr_wste_srvc, rgstrd_mtr_vhcls_type_vhcle_31_jnry_lght_rgd_trcks_nm, number_businesses_30_june_of_employing_20_employees_num, number_businesses_industry_30_june_wholesale_trade_num, building_approvals_year_ended_30_june_private_sector_houses_num, indstry_emplynt_prtn_of_emplyd_prsn_cns_fncl_insrce_srvc_pc, number_of_businesses_by_industry_as_at_30_june_construction_num, nmbr_bsnsss_indstry_30_jne_pblc_admnstrtn_sfty_nm, nmbr_bsnsss_indstry_30_jne_hlth_cre_scl_assstnce_nm, bsnss_exts_yr_endd_30_jne_nmbr_emplyng_5_19_emplys_nm, number_businesses_30_june_of_employing_1_4_employees_num, indstry_emplynt_prtn_of_emplyd_prsn_cns_admnstrve_sprt_srvc_pc, registered_motor_vehicles_type_fuel_31_january_electric_num, indstry_emplynt_prtn_of_emplyd_prsn_cns_acmdtn_fd_srvc_pc, bsnss_entrs_yr_endd_30_jne_nmbr_emplyng_5_19_emplys_nm, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_whlsle_trde_pc, indstry_emplynt_prtn_of_emplyd_prsn_cns_arts_rctn_srvc_pc, bsnss_exts_yr_endd_30_jne_nmbr_emplyng_1_4_emplys_nm, number_businesses_industry_30_june_manufacturing_num, rgstrd_mtr_vhcls_type_vhcle_31_jnry_nn_frght_crryng_trcks_nm, rgstrd_mtr_vhcls_type_vhcle_31_jnry_cmprvns_nm, indstry_emplynt_prtn_of_emplyd_prsn_cns_prfsnl_scntf_tchnl_srvc, nmbr_bsnsss_indstry_30_jne_agrcltre_frstry_fshng_nm, nmbr_bsnsss_indstry_30_jne_fnncl_insrnce_srvcs_nm, building_approvals_year_ended_30_june_value_non_residential_m, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_srvcs_pc, nmbr_bsnsss_indstry_30_jne_infrmtn_mda_tlcmmnctns_nm, registered_motor_vehicles_type_vehicle_31_january_buses_num, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_rtl_trde_pc, building_approvals_year_ended_30_june_total_dwelling_units_num, bsnss_entrs_yr_endd_30_jne_nmbr_emplyng_1_4_emplys_nm, number_businesses_industry_30_june_of_by_total_num, business_entries_year_ended_30_june_number_non_employing_num, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_cnstrctn_pc, building_approvals_year_ended_30_june_value_of_total_building_m, number_businesses_30_june_of_non_employing_num, building_approvals_year_ended_30_june_value_residential_m, registered_motor_vehicles_type_vehicle_31_january_passenger_num, number_businesses_industry_30_june_services_num, nmbr_bsnsss_indstry_30_jne_trnsprt_pstl_wrhsng_nm, number_of_businesses_by_industry_as_at_30_june_mining_num, business_exits_year_ended_30_june_total_number_num, indstry_emplynt_prtn_of_emplyd_prsn_cns_trnsp_pstl_wrhsng_pc, indstry_emplynt_prtn_of_emplyd_prsn_cns_indqtly_dscrb_std_pc, nmbr_bsnsss_indstry_30_jne_accmmdtn_fd_srvcs_nm, rsdntl_prty_prcs_yr_end_30_jne_atchd_dwlngs_nmbr_trnsf_nm, indstry_emplynt_prtn_of_emplyd_prsn_cns_agrclte_frsty_fshng_pc, rgstrd_mtr_vhcls_type_vhcle_31_jnry_artcltd_trcks_nm, indstry_emplynt_prtn_of_emplyd_prsn_cns_hlt_cre_scl_astnce_pc, rgstrd_mtr_vhcls_type_vhcle_31_jnry_lght_cmmrcl_nm, registered_motor_vehicles_type_fuel_31_january_lpgdualother_num, sa2_maincode_2016, bsnss_entrs_yr_endd_30_jne_nmbr_emplyng_20_emplys_nm, nmbr_bsnsss_indstry_30_jne_rntl_hrng_rl_estte_srvcs_nm, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_mnng_pc, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_ttl_nm, rsdntl_prprty_prcs_yr_endd_30_jne_attchd_dwllngs_mdn_sle_prce, yr, registered_motor_vehicles_type_fuel_31_january_petrol_num, number_businesses_industry_30_june_education_training_num, nmbr_bsnsss_indstry_30_jne_prfssnl_scntfc_tchncl_srvcs_nm, bldng_apprvls_yr_endd_30_jne_ttl_prvte_sctr_dwllng_unts_nm, registered_motor_vehicles_type_fuel_31_january_diesel_num, indstry_emplynt_prtn_of_emplyd_prsn_cns_rntl_hrng_rl_est_srvc_p
4645,20,203,null,null,202,8048,674,17485,92,41,null,80,11,675000.0,null,208,11,3,1596,"Boronia",null,118,30,4787,145,260,null,null,89,38,62,24,null,408,5,76,10,462,null,5,null,4,null,null,39,91,5,33,null,3,83,9,null,31,32,null,142,61,1596,190,null,51,946,42,14288,86,141,3,249,null,null,66,218,null,20,null,2135,572,"211011446",3,113,null,null,550000.0,2019,14117,27,196,142,2786,null
4553,7,154,null,null,202,4617,632,12787,83,55,null,73,55,645000.0,null,242,3,3,1260,"Point Cook - South",null,null,null,3613,57,370,null,null,98,9,57,152,null,133,8,79,null,295,null,5,null,3,null,null,45,19,6,16,null,9,89,4,null,16,35,null,152,70,1260,295,null,59,896,55,10371,33,249,null,204,null,null,72,5,null,122,null,1305,330,"213051466",null,95,null,null,404500.0,2019,10102,30,215,152,2349,null
4111,6,181,null,null,190,5598,447,13786,71,11,null,57,11,680000.0,null,178,null,5,1294,"Taylors Hill",null,null,null,4071,64,285,null,null,71,3,32,20,null,334,4,53,9,322,null,4,null,null,null,null,36,23,9,16,null,3,74,1,null,9,26,null,20,50,1294,232,null,13,911,11,11640,45,315,null,222,null,null,61,12,null,43,null,1343,413,"213041360",null,75,null,null,432500.0,2019,11240,17,104,20,2129,null
3704,9,71,null,null,120,4997,506,12079,60,17,null,47,14,678000.0,null,136,3,null,908,"Ferntree Gully (North)",null,12,3,3368,55,152,null,null,63,14,27,29,null,276,3,59,3,303,null,4,null,null,null,null,26,47,6,24,null,3,70,4,null,13,26,null,42,45,908,106,null,22,536,17,9635,50,53,null,97,null,null,32,82,null,17,null,1683,367,"211011447",null,55,null,null,516000.0,2019,9350,11,96,41,2355,null
1060,4,47,null,null,50,1344,80,3378,12,16,null,14,16,600000.0,null,38,null,null,240,"Burnside",null,null,null,974,3,46,null,null,21,null,6,38,null,54,null,7,null,59,null,null,null,null,null,null,5,6,null,5,null,null,11,1,null,3,9,null,38,8,240,40,null,16,178,16,2888,11,78,null,51,null,null,4,null,null,14,null,310,105,"213041461",null,10,null,null,null,2019,2751,3,13,38,521,null
4727,25,118,null,null,143,5907,577,14723,62,17,null,58,14,845000.0,null,186,null,5,1341,"Croydon Hills - Warranwood",null,12,3,4081,76,166,null,null,148,10,54,24,null,386,11,64,3,422,null,4,null,3,null,null,40,33,6,25,null,9,131,1,null,10,51,null,36,33,1341,128,null,20,839,19,12077,73,69,null,158,null,null,30,44,null,10,null,1688,361,"211031265",null,111,null,null,610000.0,2019,11673,22,199,36,2688,null
3894,18,99,null,null,126,5254,532,12699,84,22,null,55,15,691000.0,null,159,9,3,1257,"Ferntree Gully (South) - Upper Ferntree Gully",null,23,7,3541,136,176,null,null,66,23,55,26,null,306,4,55,3,405,null,4,null,3,null,null,37,94,6,26,null,12,82,8,null,13,28,null,49,49,1257,126,null,31,693,23,10130,100,82,3,145,null,null,56,51,null,18,null,1769,386,"211011448",null,85,null,null,573000.0,2019,9830,20,129,49,2476,null
4687,7,191,null,null,136,5566,519,14462,147,39,null,79,16,810000.0,null,149,3,6,1984,"Ringwood",null,71,23,4205,251,283,null,null,63,64,121,28,null,351,9,104,4,570,null,6,null,10,null,null,50,89,6,30,null,9,171,58,null,26,53,null,99,63,1984,215,null,97,1107,39,12074,146,138,3,246,null,null,94,191,null,5,null,1579,314,"211031266",null,177,null,null,532500.0,2019,11488,40,272,99,2657,null
4126,14,135,null,null,97,6215,508,14445,93,45,null,57,33,840000.0,null,199,null,3,1401,"Ringwood East",null,32,12,4107,106,218,null,null,46,6,47,58,null,319,null,100,null,402,null,7,null,3,null,null,25,40,9,37,null,16,121,36,null,24,23,null,90,50,1401,170,null,82,885,46,12392,74,85,3,165,null,null,63,124,null,null,null,1327,402,"211031267",null,96,null,null,595000.0,2019,11781,24,237,90,2249,null
3716,7,90,null,null,200,3986,546,10687,34,217,null,58,207,505000.0,null,244,4,3,786,"Werribee - West",null,45,10,2977,37,201,null,null,83,null,23,705,null,185,3,32,3,186,null,4,null,3,null,null,16,17,6,14,null,22,48,30,null,3,28,null,750,43,786,152,null,248,560,218,8463,34,153,null,109,null,null,15,24,null,113,null,1223,294,"213051468",null,57,null,null,365000.0,2019,8260,10,73,750,2126,null
836,3,27,null,null,40,1725,274,3580,15,16,null,12,16,670000.0,null,51,null,null,287,"The Basin",null,null,null,1009,22,31,null,null,37,null,6,31,null,109,null,3,null,85,null,null,null,null,null,null,3,18,5,9,null,4,21,2,null,5,4,null,31,8,287,18,null,19,176,17,2700,13,23,null,27,null,null,5,5,null,3,null,509,136,"211011449",null,13,null,null,590000.0,2019,2750,4,34,31,691,null
4365,31,176,null,null,144,4973,497,13020,77,52,null,61,38,1207500.0,null,134,3,5,1871,"Donvale - Park Orchards",null,35,14,3679,112,250,null,null,68,11,81,34,null,374,5,123,13,487,null,23,null,null,null,null,45,44,null,24,null,22,260,7,null,12,27,null,69,51,1871,199,null,61,1267,53,11127,54,82,null,234,null,null,49,47,null,11,null,1124,225,"211021261",null,283,null,null,695500.0,2019,10359,35,278,69,2426,null
3730,21,112,null,null,390,5036,410,11952,82,10,null,57,8,698750.0,null,96,3,null,1472,"Bayswater North",3,7,2,3177,228,177,null,null,200,90,128,13,null,359,3,34,11,388,null,null,null,6,null,null,31,218,54,18,null,10,79,10,null,13,17,null,20,44,1472,121,null,21,764,10,8548,92,95,3,161,null,null,18,68,null,134,null,2178,397,"211031263",null,135,null,null,514500.0,2019,8454,11,124,20,3096,null
3910,17,113,null,null,131,5082,498,12357,69,36,null,44,24,715350.0,null,150,3,null,1118,"Croydon - East",null,45,12,3357,112,164,null,null,150,23,36,65,null,306,3,84,null,358,null,null,null,6,null,null,36,54,7,20,null,4,69,6,null,4,40,null,110,46,1118,114,null,43,623,37,9998,85,87,3,158,null,null,42,190,null,11,null,1501,333,"211031450",null,86,null,null,540000.0,2019,9745,9,125,110,2278,null
3434,12,97,null,null,102,4384,426,10747,56,26,null,41,18,760000.0,null,130,3,3,979,"Croydon - West",null,29,7,2923,63,154,null,null,131,9,26,33,null,262,4,46,null,282,null,null,null,4,null,null,23,34,5,17,null,4,96,40,null,13,37,null,63,34,979,118,null,67,619,27,8785,35,58,null,128,null,null,45,82,null,9,null,1236,276,"211031451",null,85,null,null,603000.0,2019,8547,13,144,62,1924,null
1206,6,41,null,null,36,1543,150,3780,32,8,null,13,6,730500.0,null,76,null,3,546,"Croydon South",null,5,2,1029,71,80,null,null,46,24,38,12,null,166,3,16,3,139,null,null,null,3,null,null,6,51,null,6,null,5,32,8,null,null,13,null,18,18,546,56,null,16,316,8,3092,22,19,null,45,null,null,17,10,null,3,null,433,97,"211031452",null,53,null,null,675000.0,2019,3008,4,59,17,675,null
4191,20,168,null,null,44,4650,381,12383,110,35,null,65,24,906000.0,null,130,null,5,1603,"Mitcham (Vic.)",null,35,11,3540,171,245,null,null,99,33,108,38,null,243,6,103,12,411,null,9,null,3,null,null,28,57,9,8,null,15,127,10,null,19,21,null,73,55,1603,187,null,46,990,35,10711,81,85,null,205,null,null,62,131,null,4,null,1097,256,"211041270",null,185,null,null,637000.0,2019,10143,26,287,73,1978,null
2957,8,101,null,null,25,3335,204,8889,76,60,null,62,18,1104000.0,null,96,null,null,1019,"Vermont South",null,118,42,2596,60,142,null,null,35,6,49,26,null,166,3,68,4,297,null,5,null,3,null,null,20,23,5,12,null,8,108,1,null,5,19,null,144,30,1019,105,null,62,651,61,7914,38,64,null,126,null,null,43,12,null,3,null,678,191,"211041273",null,110,null,null,767000.0,2019,7392,20,164,144,1300,null
2695,12,94,null,null,59,3084,189,7995,86,19,null,40,15,862500.0,null,117,null,3,903,"Forest Hill",null,14,4,2214,61,160,null,null,47,7,49,26,null,125,null,54,4,259,null,5,null,3,null,null,24,20,null,16,null,5,100,12,null,12,96,null,40,35,903,122,null,32,567,20,6902,34,72,null,121,null,null,71,41,null,null,null,683,174,"211041269",null,82,null,null,700000.0,2019,6537,16,123,40,1275,null
3017,13,111,null,null,65,3453,211,8950,109,24,null,60,15,895500.0,null,74,12,3,1354,"Nunawading",null,28,9,2478,121,227,null,null,52,53,119,23,null,217,10,67,10,364,null,6,null,6,null,null,37,56,null,17,null,7,103,28,null,9,108,null,51,60,1354,169,null,52,822,25,7727,62,91,null,156,null,null,48,78,null,null,null,765,195,"211041271",3,135,null,null,513250.0,2019,7319,26,200,51,1427,null
2062,18,73,null,null,94,4242,557,8669,43,7,null,36,7,645000.0,null,102,null,3,928,"Belgrave - Selby",null,null,null,2351,64,113,null,null,51,13,27,8,null,275,null,49,3,270,null,3,null,5,null,null,25,37,6,30,null,26,64,2,null,9,31,null,8,26,928,80,null,10,583,8,6552,50,35,null,97,null,null,32,null,null,27,null,1339,294,"211051274",null,75,null,null,null,2019,6436,28,131,8,1939,null
2650,7,83,null,null,23,2990,182,7968,58,21,null,42,17,900000.0,null,95,null,null,1010,"Vermont",null,11,4,2327,90,145,null,null,31,16,76,28,null,183,5,46,4,285,null,4,null,3,null,null,22,34,4,11,null,11,90,5,null,8,17,null,39,36,1010,111,null,27,616,21,7093,46,61,null,110,null,null,43,31,null,3,null,608,171,"211041272",null,97,null,null,679999.0,2019,6625,26,183,39,1166,null
2683,7,115,null,null,92,3476,417,8678,41,36,null,33,36,690000.0,null,156,null,null,921,"Chirnside Park",null,null,null,2506,73,145,null,null,38,24,35,93,null,287,3,45,null,260,null,3,null,null,null,null,26,30,5,21,null,24,93,18,null,7,17,null,93,46,921,101,null,54,559,36,6878,44,40,3,140,null,null,22,25,null,11,null,1203,264,"211051275",null,91,null,null,556000.0,2019,6623,12,99,93,1783,null
3288,11,93,null,null,349,6815,900,13439,79,19,null,44,19,610000.0,null,131,6,3,1422,"Healesville - Yarra Glen",null,3,null,3311,125,176,null,null,96,27,45,33,null,395,5,39,8,409,null,null,null,6,null,null,38,96,27,54,null,138,82,26,null,9,97,null,36,46,1422,126,null,46,865,20,9017,71,61,3,137,null,null,71,45,null,46,null,2846,571,"211051276",null,94,null,null,440000.0,2019,8923,10,165,36,3942,null
2372,13,63,null,null,148,3505,363,8058,30,25,null,29,10,631000.0,null,171,null,null,723,"Kilsyth",null,54,15,2171,78,99,null,null,93,35,45,27,null,265,null,14,5,223,null,null,null,9,null,null,20,75,13,18,null,11,30,9,null,null,11,null,81,21,723,64,null,35,384,26,6046,45,36,3,90,null,null,13,66,null,11,null,1350,291,"211051277",3,56,null,null,570000.0,2019,5970,9,56,81,1793,null
1603,5,51,null,null,103,2860,396,6125,26,6,null,22,6,700000.0,null,77,5,null,556,"Montrose",null,null,null,1645,46,83,null,null,57,5,11,8,null,219,null,16,3,170,null,6,null,null,null,null,15,37,9,16,null,6,41,1,null,6,4,null,8,20,556,58,null,7,340,6,4496,38,24,null,65,null,null,6,null,null,18,null,1033,230,"211051280",null,38,null,null,null,2019,4460,6,57,8,1422,null
4822,15,146,null,null,104,7215,842,16803,64,33,null,85,23,670000.0,null,317,5,null,1485,"Mooroolbark",null,48,11,4761,84,224,null,null,50,8,32,53,null,535,7,55,3,463,null,5,null,null,null,null,47,53,6,26,null,16,102,null,null,5,28,null,101,62,1485,160,null,35,926,34,13608,73,88,3,193,null,null,42,80,null,9,null,2134,578,"211051281",null,95,null,null,563000.0,2019,13330,25,185,101,2893,null
3956,15,140,null,null,356,4465,246,11591,115,11,null,61,11,579000.0,null,77,14,3,1870,"Hallam",3,2,null,3170,272,293,null,null,247,124,179,42,null,386,5,46,9,397,null,12,null,7,null,null,27,183,15,13,null,7,108,17,null,13,27,null,44,54,1870,229,null,29,1075,12,7994,90,228,null,182,null,null,53,29,null,124,null,2559,476,"212021297",3,212,null,null,420000.0,2019,7781,14,127,44,3323,null
2315,8,104,null,null,231,3240,406,7686,44,28,null,29,28,1180000.0,null,30,4,5,1134,"Narre Warren North",null,null,null,2126,69,138,null,null,76,13,39,38,null,331,5,48,null,320,null,3,null,null,null,null,21,43,5,25,null,34,118,5,null,8,44,null,38,27,1134,112,null,34,735,29,5715,35,94,3,126,null,null,31,null,null,22,null,1163,269,"212021299",null,156,null,null,null,2019,5421,6,103,38,1997,null
2327,9,107,null,null,85,4168,255,9032,52,20,null,59,12,611500.0,null,104,null,null,844,"Endeavour Hills - North",null,40,9,2533,34,146,null,null,37,6,29,19,null,231,3,36,6,209,null,7,null,3,null,null,27,21,3,19,null,null,48,1,null,13,17,null,60,28,844,114,null,22,596,21,7789,36,157,null,136,null,null,21,20,null,9,null,822,296,"212021453",null,52,null,null,525000.0,2019,7457,7,78,59,1273,null
2110,9,54,null,null,118,4157,607,8402,41,9,null,29,7,641100.0,null,124,3,null,820,"Mount Evelyn",null,8,2,2125,58,94,null,null,73,10,15,12,null,346,3,25,null,280,null,null,null,3,null,null,26,46,9,17,null,15,40,5,null,4,26,null,21,27,820,63,null,15,471,10,5977,47,35,3,75,null,null,14,11,null,12,null,1569,383,"211051283",null,51,null,null,522500.0,2019,5987,12,78,20,2032,null
2533,8,114,null,null,94,4673,268,10021,61,7,null,56,4,630000.0,null,133,4,3,970,"Endeavour Hills - South",null,11,3,2812,43,176,null,null,40,3,28,6,null,239,3,48,3,222,null,9,null,3,null,null,27,37,3,21,null,3,46,3,null,5,18,null,17,33,970,144,null,10,702,7,8708,46,166,null,140,null,null,31,12,null,9,null,863,331,"212021454",null,68,null,null,430000.0,2019,8325,12,97,17,1358,null
1959,18,54,null,null,54,3883,474,8126,48,11,null,36,10,682000.0,null,145,3,null,685,"Upwey - Tecoma",null,2,1,2274,30,102,null,null,38,6,11,9,null,198,null,42,3,224,null,null,null,null,null,null,16,23,null,21,null,8,43,26,null,9,13,null,11,24,685,78,null,38,426,11,6434,36,27,null,72,null,null,21,11,null,7,null,1081,273,"211051284",null,24,null,null,470500.0,2019,6292,11,132,11,1561,null
4708,15,148,null,null,288,6402,708,15541,37,67,null,58,46,485000.0,null,412,9,null,1118,"Pakenham - North",null,87,21,4416,80,237,null,null,99,19,26,129,null,354,4,43,null,305,null,6,null,6,null,null,32,47,10,50,null,28,69,11,null,7,32,null,224,48,1118,182,null,82,713,71,12012,73,182,null,177,null,null,25,56,null,70,null,2270,554,"212011291",null,51,null,null,378000.0,2019,11591,8,81,216,3387,null
2972,9,95,null,null,129,4263,377,10127,29,4,null,44,4,600000.0,null,145,3,3,790,"Narre Warren - North East",null,null,null,2886,24,180,null,null,56,null,16,6,null,272,5,32,3,214,null,8,null,null,null,null,20,20,6,20,null,3,49,null,null,3,26,null,6,24,790,149,null,5,554,5,8311,49,124,null,117,null,null,23,10,null,26,null,1179,350,"212021455",null,25,null,null,450000.0,2019,7977,15,67,6,1790,null
7018,11,202,null,null,441,9743,1072,23421,106,113,null,104,45,505000.0,null,517,5,5,2231,"Pakenham - South",null,338,68,6636,215,447,null,null,150,45,76,220,null,572,5,103,9,596,null,9,null,11,null,null,68,111,15,77,null,40,100,66,null,15,44,null,558,96,2231,342,null,181,1370,114,18062,130,357,null,279,null,null,84,64,null,109,null,3448,841,"212011292",null,199,null,null,366000.0,2019,17441,30,166,558,5125,null
5020,31,134,null,null,283,6746,646,16446,99,18,null,59,10,510000.0,null,261,3,3,1393,"Cranbourne",3,37,8,4670,103,294,null,null,93,37,25,39,null,291,6,68,11,337,null,6,null,6,null,null,26,53,7,34,null,13,66,28,null,6,53,null,77,48,1393,240,null,46,923,19,13351,101,284,null,167,null,null,62,59,null,58,null,1920,622,"212031300",null,89,null,null,385000.0,2019,12890,11,108,76,2930,null
9592,23,264,null,null,430,10219,905,27999,71,544,null,170,529,568500.0,null,740,5,11,2257,"Cranbourne East",null,64,15,8174,44,719,null,null,160,18,49,1849,null,391,14,86,5,402,null,12,null,4,null,null,34,45,10,46,null,29,81,135,null,15,74,null,1913,102,2257,612,null,680,1789,545,23320,69,854,null,305,null,null,74,12,null,105,null,2944,922,"212031301",null,68,null,null,433500.0,2019,22240,26,184,1913,4815,null
3032,18,134,null,null,116,4345,371,10337,96,22,null,72,10,562000.0,null,155,3,null,1235,"Narre Warren - South West",null,58,13,2955,123,245,null,null,53,34,34,30,null,282,5,46,10,285,null,9,null,7,null,null,36,39,6,20,null,10,67,20,null,24,24,null,89,44,1235,192,null,43,801,23,8553,83,187,null,178,null,null,53,49,null,26,null,1172,357,"212021456",null,87,null,null,417500.0,2019,8216,16,121,88,1754,null
2455,42,79,null,null,130,3086,290,7770,38,255,null,41,255,677000.0,null,162,4,null,1097,"Cranbourne South",null,null,null,2224,90,177,null,null,44,10,30,870,null,364,3,19,5,343,null,3,null,4,null,null,24,44,3,15,null,82,70,27,null,8,24,null,870,49,1097,126,null,283,654,256,6355,41,109,7,108,null,null,12,11,null,28,null,881,283,"212031303",null,114,null,null,295000.0,2019,6113,8,69,870,1370,null
5020,10,183,null,null,283,6746,646,16447,52,26,null,79,23,577500.0,null,347,11,3,1256,"Cranbourne North",3,11,3,4670,35,303,null,null,93,4,37,71,null,295,6,41,null,279,null,6,null,null,null,null,32,39,7,34,null,3,43,5,null,8,53,null,82,50,1256,249,null,30,932,25,13352,64,361,null,224,null,null,55,14,null,58,null,1920,622,"212031302",null,32,null,null,405000.0,2019,12890,16,106,82,2930,null
3719,11,201,null,null,157,8881,432,17196,66,17,null,102,5,516000.0,null,255,3,3,1411,"Hampton Park - Lynbrook",null,55,12,4598,40,411,null,null,79,12,29,19,null,368,9,72,4,253,null,8,null,3,null,null,28,37,3,32,null,5,49,3,null,13,33,null,75,54,1411,357,null,21,1104,18,14830,60,394,null,237,null,null,53,57,null,32,null,1595,725,"212031305",null,54,null,null,410000.0,2019,14443,13,80,74,2016,null
2841,12,105,null,null,109,4071,347,9685,34,2,null,57,2,685500.0,null,144,5,null,891,"Narre Warren South (East)",null,null,null,2768,37,152,null,null,49,13,24,2,null,254,3,45,3,277,null,8,null,3,null,null,24,21,5,18,null,3,74,null,null,3,22,null,2,36,891,114,null,2,564,2,8014,36,116,null,129,null,null,29,null,null,24,null,1098,334,"212031457",null,58,null,null,null,2019,7698,15,96,2,1644,null
3630,3,154,null,null,139,5202,444,12377,39,1,null,75,1,585000.0,null,179,3,4,1037,"Narre Warren South (West)",null,null,null,3538,40,247,null,null,63,3,30,2,null,323,5,37,3,249,null,11,null,3,null,null,29,20,7,24,null,4,47,9,null,9,28,null,2,46,1037,201,null,11,755,2,10241,44,204,null,187,null,null,35,7,null,31,null,1403,427,"212031458",null,66,null,null,465000.0,2019,9838,17,89,2,2100,null
2399,12,108,null,null,119,4109,191,8910,57,18,null,52,11,815000.0,null,69,null,4,899,"Clarinda - Oakleigh South",null,24,8,2400,55,178,null,null,87,19,48,21,null,173,3,29,3,206,null,null,null,3,null,null,21,47,null,7,null,4,56,1,null,4,59,null,45,28,899,142,null,19,611,19,7576,45,117,8,134,null,null,47,18,null,12,null,856,308,"212041309",null,96,null,null,606000.0,2019,7326,10,90,45,1273,null
2075,15,75,null,null,110,3533,186,7762,53,8,null,39,7,771500.0,null,88,6,3,824,"Dingley Village",null,2,1,2152,46,136,null,null,44,13,34,15,null,177,4,31,3,226,null,null,null,5,null,null,21,30,9,17,null,3,69,5,null,5,44,null,17,35,824,99,null,14,533,9,6662,37,63,null,95,null,null,24,23,null,10,null,681,197,"212041313",null,75,null,null,625000.0,2019,6519,16,128,17,1041,null
2461,13,165,null,null,115,4265,196,9165,96,25,null,108,11,769000.0,null,87,3,7,1534,"Clayton South",null,45,14,2436,121,309,null,null,84,41,121,27,null,236,4,39,6,347,null,null,null,3,null,null,28,109,null,7,null,10,49,29,null,8,24,null,72,50,1534,261,null,54,1022,25,7905,117,301,null,211,null,null,53,107,null,18,null,810,341,"212041310",null,131,null,null,492000.0,2019,7634,16,117,72,1188,null
1180,5,62,null,null,66,2777,99,5288,34,3,null,16,3,623500.0,null,58,3,null,539,"Noble Park North",null,null,null,1331,50,107,null,null,40,32,48,6,null,105,null,12,null,110,null,4,null,4,null,null,17,30,null,13,null,3,19,4,null,3,24,null,6,19,539,83,null,8,348,4,4597,12,124,null,84,null,null,31,10,null,7,null,442,185,"212041316",3,41,null,null,513750.0,2019,4487,9,31,6,613,null
6767,24,252,null,null,386,8850,368,21504,160,102,null,137,75,740000.0,null,268,18,8,2426,"Keysborough",4,117,27,5885,248,445,null,null,177,68,171,197,null,421,10,96,13,676,null,14,null,12,null,null,75,168,14,35,null,28,127,77,null,21,89,null,314,108,2426,325,null,179,1432,102,18395,117,341,3,345,null,null,116,36,null,34,null,2021,481,"212041314",null,230,null,null,600000.0,2019,17551,17,215,314,3459,null
3631,11,249,null,null,218,8127,275,15737,255,35,null,164,15,735000.0,null,86,6,12,2456,"Springvale",null,77,20,3974,219,526,null,null,215,57,176,41,null,273,12,103,15,658,null,10,null,7,null,null,79,127,7,34,null,18,73,51,null,11,114,null,118,117,2456,402,null,87,1532,35,13423,149,557,3,346,null,null,129,144,null,16,null,1425,492,"212041317",null,222,null,null,559000.0,2019,13283,21,137,118,1946,null
2562,11,79,null,null,136,4358,229,9579,44,11,null,51,10,670000.0,null,57,7,3,645,"Springvale South",null,2,1,2656,39,160,null,null,54,4,9,17,null,89,null,27,null,172,null,null,null,4,null,null,21,20,12,21,null,21,18,2,null,3,54,null,19,33,645,123,null,13,430,11,8222,33,187,null,97,null,null,39,43,null,12,null,841,243,"212041318",null,32,null,null,525000.0,2019,8045,7,41,19,1286,null
