estm_prsnl_incme_yr_end_30_jne_sprnt_anty_erns_mdn_age_yrs, estmts_prsnl_incme_yr_endd_30_jne_sprnntn_annty_mn_srce_of_pc, estm_prsnl_incme_yr_end_30_jne_mdn_tl_excl_gvrnmt_pns_alwncs, slctd_gvrnmnt_pnsns_allwncs_30_jne_dsblty_spprt_pnsn_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_scnd_q, sa2_name_2016, estm_prsnl_incme_yr_end_30_jne_uncrptd_bsn_erns_mdn_age_yrs, estimates_personal_income_year_ended_30_june_mean_investment, exprmntl_hshld_wlth_estmts_mdlld_prvte_dwllngs_mn_nt_wrth, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ernng_1_499_pr_wk_pc, estimates_personal_income_year_ended_30_june_mean_employee, estm_prsnl_incme_yr_end_30_jne_tl_erns_excl_gvrnmt_pns_alwncs_n, estmts_prsnl_incme_yr_endd_30_jne_unncrprtd_bsnss_mn_srce_of_pc, estm_prsnl_incme_yr_end_30_jne_tl_erns_excl_gvrnmt_pns_alwncs_m, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_mdn, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_lwst_q, estmts_prsnl_incme_yr_endd_30_jne_emplye_ernrs_nm, estmts_prsnl_incme_yr_endd_30_jne_unncrprtd_bsnss_ernrs_nm, slctd_gvrnmnt_pnsns_allwncs_30_jne_crr_pymnt_nm, estimates_personal_income_year_ended_30_june_median_employee, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ernng_nl_pc, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p105_r, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ngtve_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_prntng_pymnt_sngle_nm, estm_prsnl_incme_yr_end_30_jne_mn_tl_excl_gvrnmt_pns_alwncs, estimates_personal_income_year_ended_30_june_total_employee_m, estmts_prsnl_incme_yr_endd_30_jne_mdn_sprnntn_annty, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_shre_0, slctd_gvrnmnt_pnsns_allwncs_30_jne_fmly_tx_bnft_b_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_shre_1, estmts_prsnl_incme_yr_endd_30_jne_ttl_sprnntn_annty_m, estimates_personal_income_year_ended_30_june_median_investment, estmts_prsnl_incme_yr_endd_30_jne_mn_sprnntn_annty, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ernng_3000_pr_wk_pc, estmts_prsnl_incme_yr_endd_30_jne_ttl_unncrprtd_bsnss_m, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p805_r, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p802_r, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_gni_cf, estmts_prsnl_incme_yr_endd_30_jne_invstmnt_ernrs_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p205_r, estmts_prsnl_incme_yr_endd_30_jne_mn_unncrprtd_bsnss, slctd_gvrnmt_pns_alwncs_30_jne_yth_alwnce_fl_tme_stdnprc_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_m, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_erng_500_999_pr_wk_pc, equivalised_total_household_income_census_median_weekly, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_thrd_q, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_mn, slctd_gvrnmnt_pnsns_allwncs_30_jne_nwstrt_allwnce_nm, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_prsns_nm, slctd_gvrnmnt_pnsns_allwncs_30_jne_cmmnwlth_rnt_assstnce_nm, sa2_maincode_2016, estimates_personal_income_year_ended_30_june_total_investment_m, estmts_prsnl_incme_yr_endd_30_jne_emplye_mn_srce_of_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_age_pnsn_cntrlnk_nm, slctd_gvrnmnt_pnsns_allwncs_30_jne_yth_allwnce_nm, estmts_prsnl_incme_yr_endd_30_jne_invstmnt_mn_srce_of_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_fmly_tx_bnft_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_shre_o, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_amnt_m, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_erng_2000_2999_pr_wk_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_crr_allwnce_nm, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_erng_1000_1999_pr_wk_pc, yr, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_indqtly_dscrb_std_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_prntng_pymnt_prtnrd_nm, estmts_prsnl_incme_yr_endd_30_jne_sprnntn_annty_ernrs_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_hgst_q, estmts_prsnl_incme_yr_endd_30_jne_mdn_unncrprtd_bsnss, estmts_prsnl_incme_yr_endd_30_jne_invstmnt_ernrs_mdn_age_yrs, estmts_prsnl_incme_yr_endd_30_jne_emplye_ernrs_mdn_age_yrs
null,null,null,158,null,"Rockbank - Mount Cottrell",null,null,null,null,null,null,null,null,null,null,null,null,53,null,null,null,null,53,null,null,null,null,408,null,null,null,null,null,null,null,null,null,null,null,null,20,null,null,null,null,null,145,null,241,"213041359",null,null,193,14,null,504,null,null,null,122,null,2019,null,22,null,null,null,null,null
null,null,null,183,null,"Maribyrnong",null,null,null,null,null,null,null,null,null,null,null,null,79,null,null,null,null,43,null,null,null,null,332,null,null,null,null,null,null,null,null,null,null,null,null,184,null,null,null,null,null,246,null,433,"213031349",null,null,686,14,null,443,null,null,null,232,null,2019,null,17,null,null,null,null,null
null,null,null,276,null,"Yarraville",null,null,null,null,null,null,null,null,null,null,null,null,97,null,null,null,null,37,null,null,null,null,296,null,null,null,null,null,null,null,null,null,null,null,null,130,null,null,null,null,null,266,null,408,"213031352",null,null,1095,17,null,375,null,null,null,326,null,2019,null,10,null,null,null,null,null
null,null,null,610,null,"Bacchus Marsh",null,null,null,null,null,null,null,null,null,null,null,null,264,null,null,null,null,251,null,null,null,null,1090,null,null,null,null,null,null,null,null,null,null,null,null,100,null,null,null,null,null,541,null,955,"213041353",null,null,2260,60,null,1345,null,null,null,725,null,2019,null,37,null,null,null,null,null
null,null,null,395,null,"Hillside",null,null,null,null,null,null,null,null,null,null,null,null,297,null,null,null,null,169,null,null,null,null,1163,null,null,null,null,null,null,null,null,null,null,null,null,213,null,null,null,null,null,408,null,622,"213041355",null,null,1129,41,null,1552,null,null,null,743,null,2019,null,75,null,null,null,null,null
null,null,null,241,null,"Taylors Hill",null,null,null,null,null,null,null,null,null,null,null,null,229,null,null,null,null,119,null,null,null,null,944,null,null,null,null,null,null,null,null,null,null,null,null,191,null,null,null,null,null,321,null,421,"213041360",null,null,965,29,null,1340,null,null,null,600,null,2019,null,65,null,null,null,null,null
null,null,null,91,null,"Point Cook - South",null,null,null,null,null,null,null,null,null,null,null,null,71,null,null,null,null,106,null,null,null,null,991,null,null,null,null,null,null,null,null,null,null,null,null,96,null,null,null,null,null,191,null,543,"213051466",null,null,264,20,null,1201,null,null,null,249,null,2019,null,69,null,null,null,null,null
null,null,null,77,null,"Burnside Heights",null,null,null,null,null,null,null,null,null,null,null,null,60,null,null,null,null,68,null,null,null,null,398,null,null,null,null,null,null,null,null,null,null,null,null,89,null,null,null,null,null,137,null,210,"213041462",null,null,189,10,null,519,null,null,null,160,null,2019,null,39,null,null,null,null,null
null,null,null,470,null,"Hoppers Crossing - North",null,null,null,null,null,null,null,null,null,null,null,null,274,null,null,null,null,185,null,null,null,null,1156,null,null,null,null,null,null,null,null,null,null,null,null,177,null,null,null,null,null,547,null,823,"213051361",null,null,1352,64,null,1447,null,null,null,657,null,2019,null,103,null,null,null,null,null
null,null,null,546,null,"Hoppers Crossing - South",null,null,null,null,null,null,null,null,null,null,null,null,306,null,null,null,null,206,null,null,null,null,1318,null,null,null,null,null,null,null,null,null,null,null,null,206,null,null,null,null,null,697,null,1169,"213051362",null,null,1949,51,null,1619,null,null,null,644,null,2019,null,134,null,null,null,null,null
null,null,null,254,null,"Point Cook - North",null,null,null,null,null,null,null,null,null,null,null,null,172,null,null,null,null,128,null,null,null,null,1134,null,null,null,null,null,null,null,null,null,null,null,null,189,null,null,null,null,null,342,null,734,"213051465",null,null,966,26,null,1474,null,null,null,513,null,2019,null,69,null,null,null,null,null
null,null,null,234,null,"Laverton",null,null,null,null,null,null,null,null,null,null,null,null,114,null,null,null,null,74,null,null,null,null,584,null,null,null,null,null,null,null,null,null,null,null,null,78,null,null,null,null,null,354,null,521,"213051363",null,null,434,24,null,687,null,null,null,203,null,2019,null,38,null,null,null,null,null
null,null,null,406,null,"Tarneit",null,null,null,null,null,null,null,null,null,null,null,null,302,null,null,null,null,380,null,null,null,null,3440,null,null,null,null,null,null,null,null,null,null,null,null,332,null,null,null,null,null,709,null,1770,"213051365",null,null,1187,82,null,4416,null,null,null,750,null,2019,null,256,null,null,null,null,null
null,null,null,857,null,"Werribee - East",null,null,null,null,null,null,null,null,null,null,null,null,388,null,null,null,null,307,null,null,null,null,1577,null,null,null,null,null,null,null,null,null,null,null,null,203,null,null,null,null,null,1007,null,1674,"213051467",null,null,1984,124,null,1873,null,null,null,754,null,2019,null,160,null,null,null,null,null
null,null,null,378,null,"Werribee - West",null,null,null,null,null,null,null,null,null,null,null,null,183,null,null,null,null,195,null,null,null,null,1013,null,null,null,null,null,null,null,null,null,null,null,null,125,null,null,null,null,null,493,null,915,"213051468",null,null,963,53,null,1239,null,null,null,444,null,2019,null,53,null,null,null,null,null
null,null,null,674,null,"Carrum Downs",null,null,null,null,null,null,null,null,null,null,null,null,254,null,null,null,null,330,null,null,null,null,1422,null,null,null,null,null,null,null,null,null,null,null,null,144,null,null,null,null,null,604,null,1389,"214011370",null,null,1993,53,null,1751,null,null,null,621,null,2019,null,61,null,null,null,null,null
null,null,null,1464,null,"Frankston",null,null,null,null,null,null,null,null,null,null,null,null,266,null,null,null,null,327,null,null,null,null,1384,null,null,null,null,null,null,null,null,null,null,null,null,237,null,null,null,null,null,1070,null,2595,"214011371",null,null,2725,131,null,1660,null,null,null,657,null,2019,null,51,null,null,null,null,null
null,null,null,1286,null,"Frankston North",null,null,null,null,null,null,null,null,null,null,null,null,406,null,null,null,null,406,null,null,null,null,1536,null,null,null,null,null,null,null,null,null,null,null,null,149,null,null,null,null,null,1018,null,1938,"214011372",null,null,2619,103,null,1773,null,null,null,790,null,2019,null,93,null,null,null,null,null
null,null,null,509,null,"Langwarrin",null,null,null,null,null,null,null,null,null,null,null,null,187,null,null,null,null,216,null,null,null,null,1087,null,null,null,null,null,null,null,null,null,null,null,null,136,null,null,null,null,null,437,null,893,"214011374",null,null,2193,52,null,1378,null,null,null,579,null,2019,null,23,null,null,null,null,null
null,null,null,305,null,"Frankston South",null,null,null,null,null,null,null,null,null,null,null,null,115,null,null,null,null,80,null,null,null,null,564,null,null,null,null,null,null,null,null,null,null,null,null,102,null,null,null,null,null,225,null,561,"214011373",null,null,2184,24,null,720,null,null,null,391,null,2019,null,13,null,null,null,null,null
null,null,null,934,null,"Hastings - Somers",null,null,null,null,null,null,null,null,null,null,null,null,270,null,null,null,null,300,null,null,null,null,1244,null,null,null,null,null,null,null,null,null,null,null,null,83,null,null,null,null,null,698,null,1796,"214021379",null,null,3200,54,null,1529,null,null,null,709,null,2019,null,44,null,null,null,null,null
null,null,null,745,null,"Mornington",null,null,null,null,null,null,null,null,null,null,null,null,177,null,null,null,null,187,null,null,null,null,923,null,null,null,null,null,null,null,null,null,null,null,null,105,null,null,null,null,null,477,null,1075,"214021380",null,null,4604,47,null,1158,null,null,null,614,null,2019,null,24,null,null,null,null,null
null,null,null,234,null,"Mount Eliza",null,null,null,null,null,null,null,null,null,null,null,null,50,null,null,null,null,38,null,null,null,null,304,null,null,null,null,null,null,null,null,null,null,null,null,67,null,null,null,null,null,128,null,279,"214021381",null,null,1597,null,null,419,null,null,null,267,null,2019,null,null,null,null,null,null,null
null,null,null,243,null,"Mount Martha",null,null,null,null,null,null,null,null,null,null,null,null,67,null,null,null,null,93,null,null,null,null,523,null,null,null,null,null,null,null,null,null,null,null,null,76,null,null,null,null,null,177,null,401,"214021382",null,null,2267,8,null,703,null,null,null,313,null,2019,null,13,null,null,null,null,null
null,null,null,737,null,"Seaford (Vic.)",null,null,null,null,null,null,null,null,null,null,null,null,202,null,null,null,null,189,null,null,null,null,901,null,null,null,null,null,null,null,null,null,null,null,null,114,null,null,null,null,null,602,null,1121,"214011375",null,null,2130,54,null,1057,null,null,null,445,null,2019,null,34,null,null,null,null,null
null,null,null,259,null,"Skye - Sandhurst",null,null,null,null,null,null,null,null,null,null,null,null,108,null,null,null,null,99,null,null,null,null,599,null,null,null,null,null,null,null,null,null,null,null,null,102,null,null,null,null,null,205,null,360,"214011376",null,null,779,22,null,805,null,null,null,329,null,2019,null,23,null,null,null,null,null
null,null,null,555,null,"Point Nepean",null,null,null,null,null,null,null,null,null,null,null,null,200,null,null,null,null,156,null,null,null,null,796,null,null,null,null,null,null,null,null,null,null,null,null,70,null,null,null,null,null,480,null,1015,"214021383",null,null,2870,19,null,1053,null,null,null,473,null,2019,null,28,null,null,null,null,null
null,null,null,332,null,"Dromana",null,null,null,null,null,null,null,null,null,null,null,null,107,null,null,null,null,112,null,null,null,null,537,null,null,null,null,null,null,null,null,null,null,null,null,42,null,null,null,null,null,284,null,702,"214021377",null,null,2252,16,null,675,null,null,null,315,null,2019,null,16,null,null,null,null,null
null,null,null,102,null,"Flinders",null,null,null,null,null,null,null,null,null,null,null,null,22,null,null,null,null,10,null,null,null,null,108,null,null,null,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,44,null,118,"214021378",null,null,412,null,null,156,null,null,null,78,null,2019,null,null,null,null,null,null,null
null,null,null,1084,null,"Rosebud - McCrae",null,null,null,null,null,null,null,null,null,null,null,null,344,null,null,null,null,287,null,null,null,null,1161,null,null,null,null,null,null,null,null,null,null,null,null,75,null,null,null,null,null,805,null,1834,"214021384",null,null,5045,69,null,1410,null,null,null,805,null,2019,null,47,null,null,null,null,null
null,null,null,459,null,"Somerville",null,null,null,null,null,null,null,null,null,null,null,null,159,null,null,null,null,166,null,null,null,null,809,null,null,null,null,null,null,null,null,null,null,null,null,92,null,null,null,null,null,379,null,672,"214021385",null,null,1998,34,null,1009,null,null,null,436,null,2019,null,16,null,null,null,null,null
