yth_15_19_yrs_enggmnt_wrkstdy_cnss_wrkng_fll_tme_stdyng_prt_pc, yth_15_19_yrs_enggmnt_wrkstdy_cnss_ttl_prsns_agd_nm, occptn_emplyd_prsns_prcntge_of_ttl_cnss_tchncns_trds_wrkrs_pc, hghst_yr_schl_cmpltd_prsns_agd_15_yrs_cnss_10_eqvlnt_pc, yth_15_19_yrs_enggmnt_wrkstdy_cnss_wrkng_fll_tme_stdyng_pc, yth_15_19_yrs_engmt_wrkstdy_cns_wrkng_awy_wrk_stdyng_fl_tme_pc, nn_schl_qlfctn_fld_stdy_prsns_agd_15_yrs_cnss_hlth_pc, occptn_emplyd_prsns_prcntge_of_ttl_cnss_lbrrs_pc, lbr_frce_stts_prsns_agd_15_yrs_cnss_ttl_ppltn_and_ovr_nm, yth_15_19_yrs_enggmnt_wrkstdy_cnss_flly_enggd_pc, chldrn_enrld_prschl_prgm_4_5_yr_olds_1_jly_in_wthn_a_lng_dy_cre, jobs_australia_year_ended_30_june_number_employee_manufacturing, labour_force_status_persons_aged_15_years_census_num, labour_force_status_persons_aged_15_years_census_unemployed_num, jbs_astrla_yr_endd_30_jne_nmbr_emplye_trnsprt_pstl_wrhsng, sa2_name_2016, n_schl_qlfctn_fld_stdy_prsn_agd_15_yrs_cns_archte_and_bldng_pc, jobs_in_australia_year_ended_30_june_number_of_jobs_persons, hghst_yr_schl_cmpltd_prsns_agd_15_yrs_cnss_go_pc, chldrn_enrld_prschl_prgm_4_5_yr_olds_1_jly_in_a_nm, jbs_astrla_yr_endd_30_jne_nmbr_emplye_rntl_hrng_rl_estte_srvcs, children_attending_preschool_program_1_july_15_hours_num, jobs_australia_year_ended_30_june_number_employee_construction, n_schl_qlfctn_fld_stdy_prsn_agd_15_yrs_cns_infrmt_tchnlgy_pc, nn_schl_qlfctn_fld_stdy_prsns_agd_15_yrs_cnss_scty_and_cltre_pc, chldrn_enrlld_prschl_prgrm_4_5_yr_olds_1_jly_ttl_in_nm, prsns_nn_schl_qlfctns_agd_15_yrs_cnss_crtfcte_pc, jbs_astrla_yr_endd_30_jne_nmbr_emplye_fnnce_insrnce_srvcs, youth_15_19_years_engagement_workstudy_census_fully_engaged_pc, n_schl_qlfctn_fld_stdy_prsn_agd_15_yrs_cns_of_indqtly_dscrb_std, hghr_edctn_ln_prgrm_hlp_rpymnts_yr_endd_30_jne_txpyrs_rpymnt_nm, chldrn_enrld_prschl_prgm_4_5_yr_olds_1_jly_acrs_one_prvd_type_n, ocptn_emplyd_prsn_prcntge_of_tl_cns_cmnty_prsnl_srvce_wrks_pc, prsns_nn_schl_qlfctns_agd_15_yrs_cnss_advncd_dplmdplma_pc, jbs_astrla_yr_endd_30_jne_nmbr_emplye_hlth_cre_scl_assstnce, jobs_australia_year_ended_30_june_number_employee_jobs_total, chldrn_enrlld_prschl_prgrm_4_5_yr_olds_1_jly_ttl_in_a_nm, jbs_astrla_yr_endd_30_jne_nmbr_emplye_pblc_admnstrtn_sfty, jobs_in_australia_year_ended_30_june_number_of_jobs_males, nn_schl_qlfctn_fld_stdy_prsns_agd_15_yrs_cnss_crtve_arts_pc, yth_15_19_yrs_enggmnt_wrkstdy_cnss_stdyng_fll_tme_wrkng_pc, persons_non_school_qualifications_aged_15_years_census_pc, labour_force_status_persons_aged_15_years_census_pc, jbs_astrla_yr_endd_30_jne_nmbr_emplye_accmmdtn_fd_srvcs, jbs_astrla_yr_endd_30_jne_nmbr_emplye_admnstrtve_spprt_srvcs, prsns_nn_schl_qlfctns_agd_15_yrs_cnss_pstgrdte_dgre_pc, n_schl_qlfctn_fld_stdy_prsn_agd_15_yrs_cns_ntrl_and_physcl_scn, yth_15_19_yrs_enggmnt_wrkstdy_cnss_wrkng_prt_tme_stdyng_fll_pc, prsn_n_schl_qlfctns_agd_15_yrs_cns_grdte_dplmgrte_crtfe_pc, jobs_australia_year_ended_30_june_number_employee_jobs_mining, jobs_in_australia_year_ended_30_june_number_of_jobs_females, occptn_emplyd_prsns_prcntge_of_ttl_cnss_mngrs_pc, hghst_yr_schl_cmpltd_prsns_agd_15_yrs_cnss_11_eqvlnt_pc, yth_15_19_yrs_engmt_wrkstdy_cns_wrkng_fl_tme_stdyng_pc, jbs_astrla_yr_endd_30_jne_nmbr_emplye_agrcltre_frstry_fshng, children_attending_preschool_program_1_july_less_15_hours_num, yth_15_19_yrs_enggmnt_wrkstdy_cnss_wrkng_prt_tme_stdyng_pc, jbs_astrla_yr_endd_30_jne_nmbr_emplye_edctn_trnng, occptn_emplyd_prsns_prcntge_of_ttl_cnss_prfssnls_pc, highest_year_school_completed_persons_aged_15_years_census_8_pc, occptn_emplyd_prsns_prcntge_of_ttl_cnss_indqtly_dscrbd_pc, chldrn_enrlld_prschl_prgrm_4_5_yr_olds_1_jly_in_a_nm, labour_force_status_persons_aged_15_years_census_stated_pc, nn_schl_qlfctn_fld_stdy_prsns_agd_15_yrs_cnss_mxd_prgrmms_pc, jbs_astrla_yr_endd_30_jne_nmbr_emplye_arts_rcrtn_srvcs, jobs_australia_year_ended_30_june_number_employee_retail_trade, n_schl_qlfctn_fld_stdy_prsn_agd_15_yrs_cns_fd_hsptly_and_prsnl, lbr_frce_stts_prsns_agd_15_yrs_cnss_prtcptn_rte_pc, occptn_emplyd_prsns_prcntge_of_ttl_cnss_mchnry_oprtrs_drvrs_pc, ocptn_emplyd_prsn_prcntge_of_tl_cns_clr_admnstrve_wrks_pc, lbr_frce_stts_prsns_agd_15_yrs_cnss_unmplymnt_rte_pc, jbs_astrla_yr_endd_30_jne_nmbr_emplye_whlsle_trde, nn_schl_qlfctn_fld_stdy_prsns_agd_15_yrs_cnss_edctn_pc, labour_force_status_persons_aged_15_years_census_employed_num, sa2_maincode_2016, n_schl_qlfctn_fld_stdy_prsn_agd_15_yrs_cns_engr_and_rltd_tchnlg, occptn_emplyd_prsns_prcntge_of_ttl_cnss_sls_wrkrs_pc, hghst_yr_schl_cmpltd_prsns_agd_15_yrs_cnss_12_eqvlnt_pc, n_schl_qlfctn_fld_stdy_prsn_agd_15_yrs_cns_agrclte_envrmtl_and, yr, hghst_yr_schl_cmpltd_prsns_agd_15_yrs_cnss_9_eqvlnt_pc, jbs_astrla_yr_endd_30_jne_nmbr_emplye_infrmtn_mda_tlcmmnctns, prsns_nn_schl_qlfctns_agd_15_yrs_cnss_bchlr_dgre_pc, hghst_yr_schl_cmpltd_prsns_agd_15_yrs_cnss_of_sttd_pc, jbs_astrl_yr_end_30_jne_nmbr_emply_elctry_gs_wtr_wste_srvc, jbs_astrl_yr_end_30_jne_nmbr_emply_prfsnl_scntf_tchnl_srvc, n_schl_qlfctn_fld_stdy_prsn_agd_15_yrs_cns_mngt_and_cmre_pc, jobs_australia_year_ended_30_june_number_employee_jobs_services, prsns_nn_schl_qlfctns_agd_15_yrs_cnss_indqtly_dscrbd_pc
null,null,null,null,null,null,null,null,null,null,29,null,null,null,null,"Bunyip - Garfield",null,null,null,44,null,93,null,null,null,72,null,null,null,null,null,18,null,null,null,null,119,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21,null,null,null,null,null,79,null,null,null,null,null,null,null,null,null,null,null,null,"212011288",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,124,null,null,null,null,"Emerald - Cockatoo",null,null,null,99,null,257,null,null,null,138,null,null,null,null,null,29,null,null,null,null,298,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40,null,null,null,null,null,193,null,null,null,null,null,null,null,null,null,null,null,null,"212011289",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,71,null,null,null,null,"Koo Wee Rup",null,null,null,47,null,106,null,null,null,58,null,null,null,null,null,9,null,null,null,null,134,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,86,null,null,null,null,null,null,null,null,null,null,null,null,"212011290",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,62,null,null,null,null,"Mount Evelyn",null,null,null,45,null,126,null,null,null,81,null,null,null,null,null,14,null,null,null,null,155,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26,null,null,null,null,null,109,null,null,null,null,null,null,null,null,null,null,null,null,"211051283",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,241,null,null,null,null,"Pakenham - North",null,null,null,148,null,428,null,null,null,232,null,null,null,null,null,42,null,null,null,null,516,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,79,null,null,null,null,null,368,null,null,null,null,null,null,null,null,null,null,null,null,"212011291",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,135,null,null,null,null,"Berwick - North",null,null,null,120,null,280,null,null,null,182,null,null,null,null,null,24,null,null,null,null,339,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49,null,null,null,null,null,217,null,null,null,null,null,null,null,null,null,null,null,null,"212021293",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,219,null,null,null,null,"Berwick - South",null,null,null,158,null,431,null,null,null,279,null,null,null,null,null,44,null,null,null,null,535,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,90,null,null,null,null,null,377,null,null,null,null,null,null,null,null,null,null,null,null,"212021294",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,65,null,null,null,null,"Doveton",null,null,null,34,null,117,null,null,null,97,null,null,null,null,null,3,null,null,null,null,169,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37,null,null,null,null,null,137,null,null,null,null,null,null,null,null,null,null,null,null,"212021295",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,71,null,null,null,null,"Upwey - Tecoma",null,null,null,51,null,112,null,null,null,54,null,null,null,null,null,10,null,null,null,null,132,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21,null,null,null,null,null,82,null,null,null,null,null,null,null,null,null,null,null,null,"211051284",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,44,null,null,null,null,"Wandin - Seville",null,null,null,42,null,75,null,null,null,56,null,null,null,null,null,7,null,null,null,null,108,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28,null,null,null,null,null,65,null,null,null,null,null,null,null,null,null,null,null,null,"211051285",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,49,null,null,null,null,"Hallam",null,null,null,48,null,138,null,null,null,136,null,null,null,null,null,8,null,null,null,null,184,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30,null,null,null,null,null,137,null,null,null,null,null,null,null,null,null,null,null,null,"212021297",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,34,null,null,null,null,"Narre Warren North",null,null,null,25,null,81,null,null,null,51,null,null,null,null,null,6,null,null,null,null,97,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,14,null,null,null,null,null,71,null,null,null,null,null,null,null,null,null,null,null,null,"212021299",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,311,null,null,null,null,"Pakenham - South",null,null,null,216,null,550,null,null,null,345,null,null,null,null,null,52,null,null,null,null,711,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,138,null,null,null,null,null,493,null,null,null,null,null,null,null,null,null,null,null,null,"212011292",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,79,null,null,null,null,"Endeavour Hills - North",null,null,null,40,null,145,null,null,null,87,null,null,null,null,null,11,null,null,null,null,179,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33,null,null,null,null,null,137,null,null,null,null,null,null,null,null,null,null,null,null,"212021453",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,221,null,null,null,null,"Cranbourne West",null,null,null,125,null,356,null,null,null,206,null,null,null,null,null,12,null,null,null,null,440,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,73,null,null,null,null,null,319,null,null,null,null,null,null,null,null,null,null,null,null,"212031304",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,67,null,null,null,null,"Narre Warren - North East",null,null,null,60,null,148,null,null,null,106,null,null,null,null,null,9,null,null,null,null,185,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33,null,null,null,null,null,123,null,null,null,null,null,null,null,null,null,null,null,null,"212021455",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,80,null,null,null,null,"Narre Warren - South West",null,null,null,56,null,159,null,null,null,139,null,null,null,null,null,12,null,null,null,null,227,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,52,null,null,null,null,null,171,null,null,null,null,null,null,null,null,null,null,null,null,"212021456",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,170,null,null,null,null,"Hampton Park - Lynbrook",null,null,null,106,null,331,null,null,null,251,null,null,null,null,null,6,null,null,null,null,427,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,75,null,null,null,null,null,322,null,null,null,null,null,null,null,null,null,null,null,null,"212031305",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,154,null,null,null,null,"Lynbrook - Lyndhurst",null,null,null,80,null,344,null,null,null,232,null,null,null,null,null,15,null,null,null,null,401,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39,null,null,null,null,null,322,null,null,null,null,null,null,null,null,null,null,null,null,"212031306",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,128,null,null,null,null,"Narre Warren South (East)",null,null,null,48,null,175,null,null,null,79,null,null,null,null,null,5,null,null,null,null,209,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27,null,null,null,null,null,160,null,null,null,null,null,null,null,null,null,null,null,null,"212031457",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,112,null,null,null,null,"Narre Warren South (West)",null,null,null,77,null,212,null,null,null,153,null,null,null,null,null,13,null,null,null,null,282,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49,null,null,null,null,null,207,null,null,null,null,null,null,null,null,null,null,null,null,"212031458",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,91,null,null,null,null,"Dandenong",null,null,null,110,null,318,null,null,null,361,null,null,null,null,null,13,null,null,null,null,468,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,124,null,null,null,null,null,355,null,null,null,null,null,null,null,null,null,null,null,null,"212041311",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,58,null,null,null,null,"Clarinda - Oakleigh South",null,null,null,41,null,110,null,null,null,62,null,null,null,null,null,14,null,null,null,null,131,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15,null,null,null,null,null,93,null,null,null,null,null,null,null,null,null,null,null,null,"212041309",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,63,null,null,null,null,"Clayton South",null,null,null,32,null,117,null,null,null,72,null,null,null,null,null,12,null,null,null,null,150,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17,null,null,null,null,null,115,null,null,null,null,null,null,null,null,null,null,null,null,"212041310",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,102,null,null,null,null,"Dandenong North",null,null,null,73,null,198,null,null,null,212,null,null,null,null,null,8,null,null,null,null,324,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,108,null,null,null,null,null,259,null,null,null,null,null,null,null,null,null,null,null,null,"212041312",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,47,null,null,null,null,"Noble Park North",null,null,null,31,null,97,null,null,null,62,null,null,null,null,null,10,null,null,null,null,115,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12,null,null,null,null,null,84,null,null,null,null,null,null,null,null,null,null,null,null,"212041316",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,183,null,null,null,null,"Keysborough",null,null,null,97,null,335,null,null,null,175,null,null,null,null,null,21,null,null,null,null,383,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37,null,null,null,null,null,286,null,null,null,null,null,null,null,null,null,null,null,null,"212041314",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,93,null,null,null,null,"Springvale",null,null,null,39,null,167,null,null,null,120,null,null,null,null,null,4,null,null,null,null,217,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46,null,null,null,null,null,184,null,null,null,null,null,null,null,null,null,null,null,null,"212041317",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,41,null,null,null,null,"Springvale South",null,null,null,36,null,126,null,null,null,109,null,null,null,null,null,10,null,null,null,null,164,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28,null,null,null,null,null,126,null,null,null,null,null,null,null,null,null,null,null,null,"212041318",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,60,null,null,null,null,"Noble Park - East",null,null,null,35,null,117,null,null,null,86,null,null,null,null,null,11,null,null,null,null,156,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23,null,null,null,null,null,123,null,null,null,null,null,null,null,null,null,null,null,null,"212041459",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,70,null,null,null,null,"Noble Park - West",null,null,null,41,null,165,null,null,null,137,null,null,null,null,null,11,null,null,null,null,215,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37,null,null,null,null,null,172,null,null,null,null,null,null,null,null,null,null,null,null,"212041460",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,117,null,null,null,null,"Glen Waverley - East",null,null,null,53,null,228,null,null,null,105,null,null,null,null,null,40,null,null,null,null,264,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26,null,null,null,null,null,210,null,null,null,null,null,null,null,null,null,null,null,null,"212051321",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,146,null,null,null,null,"Ashwood - Chadstone",null,null,null,68,null,226,null,null,null,90,null,null,null,null,null,27,null,null,null,null,261,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25,null,null,null,null,null,193,null,null,null,null,null,null,null,null,null,null,null,null,"212051319",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,88,null,null,null,null,"Clayton",null,null,null,42,null,149,null,null,null,64,null,null,null,null,null,19,null,null,null,null,175,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20,null,null,null,null,null,130,null,null,null,null,null,null,null,null,null,null,null,null,"212051320",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,100,null,null,null,null,"Glen Waverley - West",null,null,null,61,null,194,null,null,null,96,null,null,null,null,null,26,null,null,null,null,222,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20,null,null,null,null,null,163,null,null,null,null,null,null,null,null,null,null,null,null,"212051322",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,129,null,null,null,null,"Mulgrave",null,null,null,65,null,208,null,null,null,105,null,null,null,null,null,32,null,null,null,null,261,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49,null,null,null,null,null,195,null,null,null,null,null,null,null,null,null,null,null,null,"212051325",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,102,null,null,null,null,"Mount Waverley - North",null,null,null,42,null,178,null,null,null,74,null,null,null,null,null,22,null,null,null,null,200,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13,null,null,null,null,null,158,null,null,null,null,null,null,null,null,null,null,null,null,"212051323",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,115,null,null,null,null,"Mount Waverley - South",null,null,null,73,null,249,null,null,null,121,null,null,null,null,null,39,null,null,null,null,277,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17,null,null,null,null,null,202,null,null,null,null,null,null,null,null,null,null,null,null,"212051324",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,154,null,null,null,null,"Oakleigh - Huntingdale",null,null,null,85,null,272,null,null,null,113,null,null,null,null,null,49,null,null,null,null,319,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30,null,null,null,null,null,235,null,null,null,null,null,null,null,null,null,null,null,null,"212051326",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,94,null,null,null,null,"Wheelers Hill",null,null,null,39,null,150,null,null,null,67,null,null,null,null,null,16,null,null,null,null,175,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,136,null,null,null,null,null,null,null,null,null,null,null,null,"212051327",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,48,null,null,null,null,"Ardeer - Albion",null,null,null,30,null,81,null,null,null,49,null,null,null,null,null,4,null,null,null,null,108,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19,null,null,null,null,null,81,null,null,null,null,null,null,null,null,null,null,null,null,"213011328",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,71,null,null,null,null,"Cairnlea",null,null,null,32,null,119,null,null,null,78,null,null,null,null,null,4,null,null,null,null,152,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31,null,null,null,null,null,123,null,null,null,null,null,null,null,null,null,null,null,null,"213011329",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,92,null,null,null,null,"Delahey",null,null,null,19,null,83,null,null,null,14,null,null,null,null,null,null,null,null,null,null,107,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21,null,null,null,null,null,87,null,null,null,null,null,null,null,null,null,null,null,null,"213011331",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,71,null,null,null,null,"Keilor Downs",null,null,null,44,null,137,null,null,null,93,null,null,null,null,null,13,null,null,null,null,175,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29,null,null,null,null,null,131,null,null,null,null,null,null,null,null,null,null,null,null,"213011332",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,263,null,null,null,null,"Deer Park - Derrimut",null,null,null,79,null,308,null,null,null,113,null,null,null,null,null,13,null,null,null,null,388,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,74,null,null,null,null,null,310,null,null,null,null,null,null,null,null,null,null,null,null,"213011330",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,59,null,null,null,null,"Kings Park (Vic.)",null,null,null,38,null,151,null,null,null,131,null,null,null,null,null,9,null,null,null,null,198,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34,null,null,null,null,null,160,null,null,null,null,null,null,null,null,null,null,null,null,"213011333",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,73,null,null,null,null,"St Albans - South",null,null,null,48,null,164,null,null,null,132,null,null,null,null,null,14,null,null,null,null,212,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33,null,null,null,null,null,163,null,null,null,null,null,null,null,null,null,null,null,null,"213011335",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,57,null,null,null,null,"Sunshine",null,null,null,29,null,124,null,null,null,92,null,null,null,null,null,15,null,null,null,null,159,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28,null,null,null,null,null,129,null,null,null,null,null,null,null,null,null,null,null,null,"213011336",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,151,null,null,null,null,"Sydenham",null,null,null,38,null,144,null,null,null,17,null,null,null,null,null,5,null,null,null,null,163,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21,null,null,null,null,null,128,null,null,null,null,null,null,null,null,null,null,null,null,"213011339",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,68,null,null,null,null,"Sunshine North",null,null,null,32,null,125,null,null,null,87,null,null,null,null,null,9,null,null,null,null,164,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35,null,null,null,null,null,134,null,null,null,null,null,null,null,null,null,null,null,null,"213011337",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,79,null,null,null,null,"Taylors Lakes",null,null,null,34,null,114,null,null,null,63,null,null,null,null,null,10,null,null,null,null,151,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28,null,null,null,null,null,118,null,null,null,null,null,null,null,null,null,null,null,null,"213011340",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,103,null,null,null,null,"Altona",null,null,null,61,null,178,null,null,null,64,null,null,null,null,null,34,null,null,null,null,206,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23,null,null,null,null,null,146,null,null,null,null,null,null,null,null,null,null,null,null,"213021341",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,83,null,null,null,null,"Sunshine West",null,null,null,36,null,188,null,null,null,155,null,null,null,null,null,14,null,null,null,null,254,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56,null,null,null,null,null,213,null,null,null,null,null,null,null,null,null,null,null,null,"213011338",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,121,null,null,null,null,"Altona North",null,null,null,48,null,151,null,null,null,61,null,null,null,null,null,13,null,null,null,null,196,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34,null,null,null,null,null,152,null,null,null,null,null,null,null,null,null,null,null,null,"213021343",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,193,null,null,null,null,"Newport",null,null,null,76,null,259,null,null,null,74,null,null,null,null,null,26,null,null,null,null,296,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31,null,null,null,null,null,220,null,null,null,null,null,null,null,null,null,null,null,null,"213021344",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
