births_2017_18, births_2016_17, erp_change_number_2018_19, erp_change_per_cent_2018_19, deaths_2018_19, sa2_name_2016, internal_departures_2018_19, pop_density_2019_people_per_km2, gccsa_name_2016, natural_increase_2018_19, overseas_departures_2018_19, natural_increase_2017_18, overseas_departures_2017_18, internal_arrivals_2017_18, deaths_2017_18, internal_arrivals_2016_17, state_name_2016, internal_departures_2016_17, deaths_2016_17, erp_2017, erp_2018, erp_2019, net_internal_migration_2017_18, net_overseas_migration_2016_17, sa3_name_2016, net_internal_migration_2018_19, net_overseas_migration_2018_19, overseas_arrivals_2016_17, area_km2, overseas_arrivals_2017_18, state_code_2016, erp_2008, erp_2009, erp_2006, erp_2007, net_internal_migration_2016_17, erp_2012, erp_2011, erp_2010, erp_2016, erp_2015, erp_2014, erp_2013, sa4_name_2016, overseas_arrivals_2018_19, internal_departures_2017_18, natural_increase_2016_17, sa2_maincode_2016, sa4_code_2016, overseas_departures_2016_17, erp_2001, erp_2003, erp_2002, erp_2005, erp_2004, internal_arrivals_2018_19, gccsa_code_2016, net_overseas_migration_2017_18, births_2018_19, sa3_code_2016
200,181,46,0.314099997282028,49,"Kings Park (Vic.)",1470,3314.53198242188,"Greater Melbourne",143,115,146,104,1199,54,1170,"Victoria",1327,75,14586,14645,14691,-268,190,"Brimbank",-275,178,283,4.43230009078979,285,2,14471,14404,14656,14529,-157,14306,14305,14359,14447,14373,14336,14316,"Melbourne - West",293,1467,106,"213011333",213,93,15569,15161,15419,14796,14998,1195,"2GMEL",181,192,21301
274,263,67,0.362399995326996,138,"St Albans - South",2474,2961.67407226562,"Greater Melbourne",84,260,168,235,2017,106,1933,"Victoria",2193,122,18336,18487,18554,-429,430,"Brimbank",-419,402,641,6.26469993591309,647,2,16187,16535,15963,15975,-260,17179,17092,16882,18025,17725,17503,17310,"Melbourne - West",662,2446,141,"213011335",213,211,17009,16507,16812,16148,16328,2055,"2GMEL",412,222,21301
160,177,102,0.96780002117157,65,"Sunshine",1369,2248.73193359375,"Greater Melbourne",77,200,88,181,1143,72,854,"Victoria",1113,80,10411,10539,10641,-279,332,"Brimbank",-286,311,494,4.73199987411499,500,2,8710,8936,8345,8473,-259,9392,9238,9129,10241,10083,9843,9618,"Melbourne - West",511,1422,97,"213011336",213,162,7980,8093,8032,8244,8150,1083,"2GMEL",319,142,21301
189,155,46,0.368400007486343,120,"Sunshine North",1167,1561.95861816406,"Greater Melbourne",46,120,86,110,1095,103,1005,"Victoria",1072,80,12331,12487,12533,-121,200,"Brimbank",-188,188,298,8.02390003204346,301,2,10592,10770,10505,10525,-67,11302,11108,10982,12123,11890,11693,11489,"Melbourne - West",308,1216,75,"213011337",213,98,10478,10452,10481,10473,10486,979,"2GMEL",191,166,21301
256,274,742,3.33899998664856,112,"Bacchus Marsh",1556,116.985198974609,"Greater Melbourne",173,41,143,37,1866,113,1600,"Victoria",1165,129,21636,22222,22964,379,67,"Melton - Bacchus Marsh",506,63,100,196.298400878906,101,2,16124,16584,15595,15844,435,18119,17488,17006,20989,20207,19632,19048,"Melbourne - West",104,1487,145,"213041353",213,33,14540,14880,14644,15345,15015,2062,"2GMEL",64,285,21304
381,357,1069,4.42630004882812,40,"Hillside",1882,378.973999023438,"Greater Melbourne",366,115,349,104,2236,32,2290,"Victoria",1189,39,22913,24151,25220,709,189,"Melton - Bacchus Marsh",527,176,282,66.5481033325195,284,2,15111,15579,14034,14579,1101,16522,16180,15901,21305,19597,18220,17143,"Melbourne - West",291,1527,318,"213041355",213,93,8430,11066,9800,13302,12115,2409,"2GMEL",180,406,21304
268,279,144,0.71560001373291,144,"Sunshine West",1885,1562.75061035156,"Greater Melbourne",117,179,147,162,1621,121,1485,"Victoria",1575,132,19896,20123,20267,-204,306,"Brimbank",-251,278,451,12.9687995910645,446,2,16629,17042,16450,16444,-90,17880,17512,17303,19533,19013,18596,18196,"Melbourne - West",457,1825,147,"213011338",213,145,16700,16519,16618,16443,16474,1634,"2GMEL",284,261,21301
169,170,31,0.242799997329712,99,"Sydenham",1303,3241.97680664062,"Greater Melbourne",52,163,32,148,1154,137,978,"Victoria",1184,118,12702,12768,12799,-226,271,"Brimbank",-275,254,403,3.94790005683899,408,2,11573,11750,11187,11421,-206,12158,12058,11924,12585,12432,12335,12254,"Melbourne - West",417,1380,52,"213011339",213,132,9837,10657,10437,11061,10905,1028,"2GMEL",260,151,21301
157,162,289,2.10750007629395,74,"Altona",1409,791.7578125,"Greater Melbourne",103,86,71,77,1348,86,1133,"Victoria",1113,87,13443,13713,14002,63,142,"Hobsons Bay",55,131,211,17.684700012207,213,2,12041,12152,11857,11915,20,12361,12260,12213,13206,12979,12757,12544,"Melbourne - West",217,1285,75,"213021341",213,69,12221,12045,12120,11864,11919,1464,"2GMEL",136,177,21302
130,142,-78,-0.423900008201599,46,"Taylors Lakes",1320,992.406494140625,"Greater Melbourne",91,70,75,63,1051,55,915,"Victoria",1143,64,18421,18401,18323,-206,116,"Brimbank",-276,107,172,18.4631996154785,174,2,19194,19258,18900,19101,-228,18764,18954,19125,18455,18474,18532,18657,"Melbourne - West",177,1257,78,"213011340",213,56,17435,18263,17944,18687,18470,1044,"2GMEL",111,137,21301
242,239,517,2.77489995956421,155,"Footscray",2338,3855.04321289062,"Greater Melbourne",72,415,79,376,2265,163,1972,"Victoria",2023,144,18031,18631,19148,-126,644,"Maribyrnong",-198,643,994,4.96700000762939,1023,2,12462,12815,11828,12085,-51,14397,14025,13214,17343,16762,16127,15280,"Melbourne - West",1058,2391,95,"213031348",213,350,11564,11615,11562,11731,11619,2140,"2GMEL",647,227,21303
289,300,407,2.0158998966217,97,"Melton",2409,157.57600402832,"Greater Melbourne",183,95,165,85,2463,124,1976,"Victoria",2073,88,19832,20189,20596,42,157,"Melton - Bacchus Marsh",79,145,233,130.705200195312,235,2,16275,16932,15220,15765,-97,18586,18247,17713,19560,19242,18962,18767,"Melbourne - West",240,2421,212,"213041356",213,76,14123,14449,14252,14834,14630,2488,"2GMEL",150,280,21304
256,268,45,0.220500007271767,140,"Altona Meadows",1802,1940.64404296875,"Greater Melbourne",118,143,115,129,1548,141,1423,"Victoria",1568,152,20313,20409,20454,-247,236,"Hobsons Bay",-296,223,353,10.5397996902466,357,2,19746,19895,19411,19707,-145,19573,19565,19780,20106,19818,19690,19617,"Melbourne - West",366,1795,116,"213021342",213,117,19168,19476,19342,19379,19283,1506,"2GMEL",228,258,21302
266,269,229,1.50699996948242,168,"Altona North",1420,953.078308105469,"Greater Melbourne",83,87,103,79,1411,163,1156,"Victoria",1152,180,15024,15196,15425,-64,144,"Hobsons Bay",12,134,215,16.1844005584717,212,2,12974,13150,12844,12877,4,13786,13558,13366,14787,14519,14271,14003,"Melbourne - West",221,1475,89,"213021343",213,71,13206,12995,13121,12869,12906,1432,"2GMEL",133,251,21302
68,55,100,1.88820004463196,58,"Burnside",383,2114.42016601562,"Greater Melbourne",-2,43,24,38,447,44,456,"Victoria",354,44,5125,5296,5396,80,69,"Melton - Bacchus Marsh",37,65,104,2.55200004577637,105,2,4442,4468,4364,4412,102,4564,4494,4474,4943,4812,4705,4618,"Melbourne - West",108,367,11,"213041461",213,35,2225,3305,2738,4128,3820,420,"2GMEL",67,56,21304
329,331,383,1.99689996242523,90,"Newport",2038,2212.83374023438,"Greater Melbourne",206,176,244,163,1844,85,1580,"Victoria",1717,87,18836,19180,19563,-94,206,"Hobsons Bay",-13,190,353,8.84070014953613,357,2,16182,16493,15474,15864,-137,17106,16798,16670,18523,18134,17756,17399,"Melbourne - West",366,1938,244,"213021344",213,147,14723,14921,14823,15186,14984,2025,"2GMEL",194,296,21302
61,63,25,0.453099995851517,11,"Seabrook",587,3421.19873046875,"Greater Melbourne",62,43,48,39,519,13,398,"Victoria",460,16,5464,5517,5542,-62,71,"Hobsons Bay",-104,67,106,1.61989998817444,106,2,5192,5201,5156,5175,-62,5232,5219,5218,5408,5352,5305,5265,"Melbourne - West",110,581,47,"213021345",213,35,4900,5057,5006,5124,5091,483,"2GMEL",67,73,21302
167,170,330,2.39389991760254,29,"Maribyrnong",1558,2569.44702148438,"Greater Melbourne",118,220,129,199,1344,38,1257,"Victoria",1256,37,13448,13785,14115,-140,364,"Maribyrnong",-128,340,542,5.49340009689331,547,2,9736,10125,8550,9204,1,11186,10671,10510,12950,12562,12118,11692,"Melbourne - West",560,1484,133,"213031349",213,178,5972,7244,6571,8026,7624,1430,"2GMEL",348,147,21303
131,160,338,1.99619996547699,82,"Williamstown",1340,2350.84326171875,"Greater Melbourne",48,174,57,161,1420,74,1240,"Victoria",1269,88,16636,16932,17270,48,204,"Hobsons Bay",103,187,349,7.34630012512207,352,2,15119,15400,14751,14950,-29,15470,15354,15393,16389,16006,15781,15578,"Melbourne - West",361,1372,72,"213021346",213,145,14056,14363,14275,14550,14449,1443,"2GMEL",191,130,21302
293,323,376,1.86710000038147,97,"Braybrook",2295,2740.97436523438,"Greater Melbourne",183,332,193,300,1909,100,1808,"Victoria",2005,104,19795,20138,20514,-374,549,"Maribyrnong",-320,513,818,7.48420000076294,824,2,14881,15633,13482,14178,-197,17177,16719,16343,19224,18759,18296,17708,"Melbourne - West",845,2283,219,"213031347",213,269,12851,13028,12995,13184,13039,1975,"2GMEL",524,280,21303
585,455,2076,7.25540018081665,152,"Melton South",3058,276.574188232422,"Greater Melbourne",439,144,428,129,4360,157,3723,"Victoria",2050,146,26473,28613,30689,1483,248,"Melton - Bacchus Marsh",1414,223,365,110.961196899414,358,2,12983,13977,12217,12434,1673,17717,16031,14983,24243,22403,20841,19368,"Melbourne - West",367,2877,309,"213041357",213,117,12097,12080,12096,12136,12090,4472,"2GMEL",229,591,21304
118,99,97,1.45039999485016,7,"Burnside Heights",643,3400.4912109375,"Greater Melbourne",75,53,107,48,605,11,548,"Victoria",600,6,6559,6688,6785,-61,87,"Melton - Bacchus Marsh",-59,81,129,1.99530005455017,131,2,2409,3651,359,1276,-52,5545,5179,4596,6431,6265,6088,5849,"Melbourne - West",134,666,93,"213041462",213,42,18,32,20,194,66,584,"2GMEL",83,82,21304
300,327,119,0.547599971294403,42,"Caroline Springs",2264,3142.5654296875,"Greater Melbourne",200,201,262,181,1757,38,1626,"Victoria",1767,31,21457,21730,21849,-309,334,"Melton - Bacchus Marsh",-393,312,496,6.95260000228882,501,2,13156,14300,11270,12248,-141,18299,17310,15981,20968,20377,19925,19290,"Melbourne - West",513,2066,296,"213041463",213,162,3136,6616,4813,9746,8265,1871,"2GMEL",320,242,21304
324,371,928,4.6483998298645,60,"Melton West",2334,863.230895996094,"Greater Melbourne",307,62,274,57,2789,50,2221,"Victoria",1802,47,19004,19964,20892,587,104,"Melton - Bacchus Marsh",525,96,154,24.2021007537842,156,2,12132,12987,10565,11358,419,15335,14514,13764,18157,17387,16713,16051,"Melbourne - West",158,2202,324,"213041358",213,50,8178,8769,8418,9683,9075,2859,"2GMEL",99,367,21304
57,31,2360,36.5607986450195,14,"Rockbank - Mount Cottrell",430,70.0933990478516,"Greater Melbourne",129,7,50,7,2583,7,1094,"Victoria",228,12,4050,6455,8815,2344,17,"Melton - Bacchus Marsh",2219,12,23,125.760803222656,18,2,2489,2572,2386,2446,866,2791,2772,2673,3148,3044,2957,2842,"Melbourne - West",19,239,19,"213041359",213,6,1760,1929,1843,2245,2048,2649,"2GMEL",11,143,21304
246,275,301,1.43900001049042,30,"Taylors Hill",1671,3555.52197265625,"Greater Melbourne",218,142,214,128,1464,32,1470,"Victoria",1489,39,20670,20918,21219,-193,235,"Melton - Bacchus Marsh",-139,222,352,5.96789979934692,355,2,12082,13753,8253,10309,-19,16991,16011,15210,20218,19486,18685,17930,"Melbourne - West",364,1657,236,"213041360",213,117,605,2648,1360,6073,4071,1532,"2GMEL",227,248,21304
268,265,-15,-0.0738999992609024,71,"Hoppers Crossing - North",2186,1858.14025878906,"Greater Melbourne",176,148,218,134,1794,50,1664,"Victoria",2020,60,20266,20294,20279,-426,245,"Wyndham",-421,230,366,10.9135999679565,370,2,19518,19559,19406,19469,-356,19697,19603,19591,20172,20034,19931,19829,"Melbourne - West",378,2220,205,"213051361",213,121,17670,18752,18195,19322,19068,1765,"2GMEL",236,247,21305
265,303,55,0.26690000295639,88,"Hoppers Crossing - South",2524,2947.2001953125,"Greater Melbourne",176,233,177,211,2181,88,1720,"Victoria",2078,92,20459,20609,20664,-397,386,"Wyndham",-482,361,575,7.01140022277832,581,2,19161,19208,19577,19315,-358,19461,19327,19241,20220,20001,19860,19708,"Melbourne - West",594,2578,211,"213051362",213,189,20360,20059,20236,19738,19944,2042,"2GMEL",370,264,21305
214,210,624,5.6971001625061,38,"Laverton",1747,520.42919921875,"Greater Melbourne",208,227,187,206,1495,27,1496,"Victoria",1154,35,10279,10953,11577,126,377,"Wyndham",63,353,561,22.2451000213623,567,2,4665,4830,4551,4571,342,6224,5587,5130,9385,8334,7504,6794,"Melbourne - West",580,1369,175,"213051363",213,184,4750,4636,4688,4553,4553,1810,"2GMEL",361,246,21305
1006,912,3297,7.59499979019165,57,"Tarneit",4420,751.617309570312,"Greater Melbourne",960,593,941,536,5967,65,4912,"Victoria",3388,59,39743,43410,46707,1768,962,"Wyndham",1420,917,1460,62.1419982910156,1494,2,13456,16290,7740,10753,1524,25743,22534,19632,36404,33599,30659,28120,"Melbourne - West",1510,4199,853,"213051365",213,498,1418,2796,1757,5683,4036,5840,"2GMEL",958,1017,21305
362,304,78,0.37169998884201,159,"Werribee - East",2637,2715.51782226562,"Greater Melbourne",133,228,216,207,2281,146,1918,"Victoria",2227,172,20844,20986,21064,-435,378,"Wyndham",-408,353,563,7.7568998336792,568,2,19008,19316,18674,18862,-309,19810,19620,19454,20643,20378,20178,19997,"Melbourne - West",581,2716,132,"213051467",213,185,16074,17469,16703,18501,18001,2229,"2GMEL",361,292,21305
788,766,2888,9.54520034790039,33,"Truganina",2991,1220.1083984375,"Greater Melbourne",748,492,754,446,4006,34,3584,"Victoria",2111,32,27633,30256,33144,1089,798,"Wyndham",1377,763,1215,27.1648006439209,1226,2,5770,7527,3128,4347,1473,13769,11544,9365,24628,21470,18321,15743,"Melbourne - West",1255,2917,734,"213051366",213,417,745,1416,1049,2457,1906,4368,"2GMEL",780,781,21305
228,203,1955,13.6569995880127,56,"Werribee - West",1879,127.444702148438,"Greater Melbourne",222,78,181,71,2506,47,1657,"Victoria",1093,51,13128,14315,16270,884,129,"Wyndham",1614,119,191,127.663200378418,193,2,11081,11112,11009,10981,564,11259,11214,11189,12283,11735,11452,11327,"Melbourne - West",197,1622,152,"213051468",213,62,10547,10569,10511,10965,10816,3493,"2GMEL",122,278,21305
328,341,182,0.824199974536896,152,"Carrum Downs",2594,1096.32214355469,"Greater Melbourne",176,82,175,75,2322,153,2062,"Victoria",2092,159,21837,22082,22264,-59,136,"Frankston",-121,127,202,20.3078994750977,204,2,18342,19058,17550,17898,-30,20036,19682,19499,21549,21291,20975,20584,"Mornington Peninsula",209,2381,182,"214011370",214,66,15419,16346,15889,17122,16815,2473,"2GMEL",129,328,21401
321,317,139,0.579999983310699,202,"Frankston",3061,2073.5693359375,"Greater Melbourne",65,122,139,112,2980,182,2559,"Victoria",2690,180,23719,23965,24104,-86,203,"Frankston",-117,191,302,11.624400138855,305,2,21951,22103,21540,21697,-131,22417,22301,22239,23510,23135,22850,22620,"Mornington Peninsula",313,3066,137,"214011371",214,99,22188,21847,22001,21540,21628,2944,"2GMEL",193,267,21401
164,140,1047,7.98320007324219,147,"Werribee - South",1406,124.191703796387,"Greater Melbourne",40,106,19,96,1941,145,1394,"Victoria",1082,118,12286,13115,14162,643,176,"Wyndham",843,164,261,114.033401489258,263,2,10455,10604,10291,10367,312,11008,10862,10743,11776,11491,11305,11141,"Melbourne - West",270,1298,22,"213051368",213,85,9744,9912,9818,10252,10111,2249,"2GMEL",167,187,21305
566,485,1995,7.32919979095459,65,"Wyndham Vale",2907,227.813598632812,"Greater Melbourne",467,224,477,203,3595,89,2836,"Victoria",2337,80,25545,27220,29215,843,371,"Wyndham",1181,347,553,128.240798950195,558,2,13168,14688,10658,11838,499,19496,17687,16365,24270,23113,22203,21095,"Melbourne - West",571,2752,405,"213051369",213,182,7797,8467,8123,9754,8885,4088,"2GMEL",355,532,21305
272,261,1856,11.5783004760742,23,"Point Cook - East",1936,939.61279296875,"Greater Melbourne",328,284,260,262,2741,12,2368,"Victoria",1266,22,14491,16030,17886,967,332,"Wyndham",1225,303,568,19.0354995727539,574,2,5075,5721,3475,4225,1102,7998,6721,6308,12818,11567,10392,9139,"Melbourne - West",587,1774,239,"213051464",213,236,808,1453,984,2743,1960,3161,"2GMEL",312,351,21305
372,373,208,0.821099996566772,72,"Point Cook - North",2969,3008.15014648438,"Greater Melbourne",320,312,313,283,2506,59,2412,"Victoria",2607,58,24905,25333,25541,-379,497,"Wyndham",-596,484,759,8.49059963226318,777,2,14386,16539,10765,12528,-195,21217,20201,18603,24288,23593,22885,22113,"Melbourne - West",796,2885,315,"213051465",213,262,1233,4462,2668,8777,6505,2373,"2GMEL",494,392,21305
361,359,1093,5.94670009613037,15,"Point Cook - South",2391,2066.71484375,"Greater Melbourne",315,311,341,291,2819,20,2572,"Victoria",1657,15,16847,18380,19473,723,441,"Wyndham",311,467,753,9.42220020294189,760,2,1579,2487,300,853,915,8260,6440,4182,15147,13366,11679,9987,"Melbourne - West",778,2096,344,"213051466",213,312,38,35,38,68,40,2702,"2GMEL",469,330,21305
165,194,88,0.457899987697601,181,"Frankston South",1780,1325.87463378906,"Greater Melbourne",3,75,2,68,1837,163,1652,"Victoria",1689,162,19113,19217,19305,-16,123,"Frankston",-30,115,184,14.5601997375488,186,2,17928,18084,17722,17823,-37,18369,18260,18176,18995,18793,18652,18518,"Mornington Peninsula",190,1853,32,"214011373",214,61,17131,17296,17187,17519,17394,1750,"2GMEL",118,184,21401
325,324,138,0.548600018024445,103,"Langwarrin",2284,672.330322265625,"Greater Melbourne",178,43,236,38,2264,89,1807,"Victoria",1877,91,24926,25155,25293,-74,69,"Frankston",-105,65,104,37.6198997497559,105,2,22222,22770,21236,21638,-70,23385,23163,23095,24694,24357,24015,23649,"Mornington Peninsula",108,2338,233,"214011374",214,35,18750,19723,19188,21036,20388,2179,"2GMEL",67,281,21401
293,288,113,0.650300025939941,98,"Seaford (Vic.)",2094,1406.84204101562,"Greater Melbourne",124,60,187,54,1847,106,1621,"Victoria",1801,95,17263,17377,17490,-168,99,"Frankston",-102,91,147,12.4321002960205,149,2,16201,16408,15892,16013,-180,16719,16574,16516,17151,17046,16980,16866,"Mornington Peninsula",151,2015,193,"214011375",214,48,16257,16001,16136,15840,15922,1992,"2GMEL",95,222,21401
187,220,162,1.15020000934601,26,"Skye - Sandhurst",1389,718.993530273438,"Greater Melbourne",158,60,156,54,1349,31,1223,"Victoria",1279,34,13894,14085,14247,-61,100,"Frankston",-89,93,148,19.8152008056641,150,2,8756,9371,7103,7953,-56,11586,10750,9946,13664,13341,12932,12389,"Mornington Peninsula",153,1410,186,"214011376",214,48,3331,4665,3938,6218,5466,1300,"2GMEL",96,184,21401
95,109,241,1.95539999008179,119,"Dromana",1265,278.888092041016,"Greater Melbourne",-11,36,-42,32,1595,137,1410,"Victoria",985,107,11939,12325,12566,372,58,"Mornington Peninsula",197,55,87,45.0574989318848,88,2,9054,9231,8636,8830,425,9584,9333,9249,11454,10785,10275,9938,"Mornington Peninsula",91,1223,2,"214021377",214,29,8455,8574,8555,8588,8584,1462,"2GMEL",56,108,21402
30,32,-7,-0.123800002038479,46,"Flinders",471,19.6464996337891,"Greater Melbourne",-16,22,-9,20,493,39,355,"Victoria",368,52,5645,5653,5646,-16,36,"Mornington Peninsula",-23,32,53,287.379302978516,53,2,5754,5725,5961,5827,-13,5576,5578,5668,5642,5604,5586,5580,"Mornington Peninsula",54,509,-20,"214021378",214,17,5811,5904,5865,5901,5894,448,"2GMEL",33,30,21402
271,265,310,1.32799994945526,141,"Hastings - Somers",2463,217.24040222168,"Greater Melbourne",118,43,126,38,2479,145,2198,"Victoria",2149,138,23096,23344,23654,55,69,"Mornington Peninsula",127,65,104,108.884002685547,105,2,19992,20388,18829,19424,49,21292,20885,20729,22851,22524,22130,21675,"Mornington Peninsula",108,2424,127,"214021379",214,35,17831,18067,17954,18374,18183,2590,"2GMEL",67,259,21402
208,215,199,0.901000022888184,328,"Rosebud - McCrae",1958,936.555786132812,"Greater Melbourne",-126,48,-147,43,2183,355,1883,"Victoria",1534,362,21893,22087,22286,266,78,"Mornington Peninsula",252,73,117,23.7957000732422,118,2,19261,19761,18329,18812,349,20461,20151,19966,21613,21327,21029,20749,"Mornington Peninsula",121,1917,-147,"214021384",214,39,18458,18586,18563,18328,18472,2210,"2GMEL",75,202,21402
219,240,297,1.14610004425049,268,"Mornington",2390,1242.65148925781,"Greater Melbourne",-63,79,-47,72,2610,266,2294,"Victoria",1903,296,25496,25914,26211,340,131,"Mornington Peninsula",238,122,195,21.0928001403809,197,2,22460,22854,21497,21966,391,23541,23224,23164,25030,24633,24269,23942,"Mornington Peninsula",201,2270,-56,"214021380",214,64,19118,20347,19952,21151,20762,2628,"2GMEL",125,205,21402
128,126,116,0.609799981117249,120,"Mount Eliza",1464,824.726318359375,"Greater Melbourne",3,132,8,122,1543,120,1346,"Victoria",1346,124,18843,19024,19140,26,145,"Mornington Peninsula",-30,143,256,23.2077007293701,269,2,17370,17626,17094,17227,0,18087,17942,17824,18696,18471,18342,18210,"Mornington Peninsula",275,1517,2,"214021381",214,111,17056,17059,17046,17102,17077,1434,"2GMEL",147,123,21402
171,179,249,1.25929999351501,130,"Mount Martha",1783,662.773803710938,"Greater Melbourne",46,59,37,53,1583,134,1433,"Victoria",1327,147,19601,19773,20022,42,98,"Mornington Peninsula",112,91,145,30.209400177002,146,2,16332,16869,15245,15805,106,18133,17581,17332,19365,19071,18881,18465,"Mornington Peninsula",150,1541,32,"214021382",214,47,12493,13741,13089,14781,14265,1895,"2GMEL",93,176,21402
168,167,276,1.49730002880096,113,"Point Nepean",1667,278.459503173828,"Greater Melbourne",57,43,49,39,1770,119,1411,"Victoria",1315,124,18204,18433,18709,113,66,"Mornington Peninsula",152,67,101,67.1875,106,2,16627,16648,16542,16583,96,16964,16670,16662,17999,17731,17503,17233,"Mornington Peninsula",110,1657,43,"214021383",214,35,15820,16388,16174,16473,16433,1819,"2GMEL",67,170,21402
219,204,132,0.685000002384186,105,"Somerville",1712,165.328796386719,"Greater Melbourne",108,31,94,28,1691,125,1473,"Victoria",1360,128,19117,19270,19402,10,50,"Mornington Peninsula",-25,49,76,117.353996276855,77,2,17553,17900,17184,17266,113,18062,17907,17948,18878,18685,18485,18209,"Mornington Peninsula",80,1681,76,"214021385",214,26,16532,16954,16799,17061,17004,1687,"2GMEL",49,213,21402
